f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
0.4226270643319259,-0.8857743891829344,-0.5677263320016189,-0.801709814260998,0.2633877027777842,-0.47374788623053204,-0.088500478864316,1.732276411424595,-5.968917673080669,-1.6624084536644632,1.3710714531940584,-4.52557877767664,0.5309803743634667,-2.5377608836046246,-0.2846200314418463,0.6328010311618182,0.16930599513414957,-2.6797736648918087,5.003946992048356,-1.9634253864830837,0
-0.7652994743173364,0.41184539092407646,0.2698427842503729,1.2432660506753086,-1.491710746305352,-0.8989188780784249,1.7649864783035145,-1.3860433102303669,-1.16859083274595,-4.471898993910222,0.033298153516194695,-3.6859285866233225,-0.9402857535643007,0.9745761391050569,0.07743685980804385,3.3594583105032485,-0.49925867707833826,-3.2738550922349754,0.6867594259498256,0.5643575964840658,0
0.6970237708995873,-2.1909799771655285,-0.45980401079669325,-0.05251611629360121,-1.4968668446395985,1.4557786021558152,0.28136379943974366,3.833131179980925,-4.9990828874695445,0.9651970291187667,0.5236578302739261,-4.173307987944631,-3.2256414797670208,-6.553301709017923,-1.8637831842462955,5.269917013796939,3.6890244247695145,-2.181455249115003,0.36680860257522774,-0.6020685348390982,0
-0.7039574700093564,0.7633687042726337,2.4360167991121022,0.5410268865593694,-2.060957972996967,-0.6474150298658891,0.5434755870352179,0.14780246840578615,-2.1613788673596726,-1.409119120364979,-0.03732343254394488,-2.5418793496271657,-0.7155559741759719,-2.908307622502047,-0.38385368502664924,3.535688382222338,0.35810123937822813,-2.3906004326528016,0.7506512333697104,0.25125118468630514,0
-1.8555653458743668,4.4747985196980675,-1.1396126174405328,-1.233991814006897,-0.4810316478585186,0.11970253249295071,1.638902844110834,0.14034256509995213,-1.08260488050985,2.5173619305771924,2.513539200076406,-0.9236269517560716,0.8835287796805126,-1.8066152540955405,0.5495983605493163,-0.9025353666126568,-2.625489380510558,-1.0627803933940947,2.03899898754171,3.0778389363111267,0
-2.1139490460094676,2.5948533286457436,-1.1125264574029339,-0.6203677101307626,-2.2781526993475443,-0.26500486050572547,5.605304180795618,-2.6817454772307503,4.280635324510987,1.6993317115778654,-0.5029318741151256,-4.785566912172562,0.19110975790991125,0.5989788817508894,0.6989159288400526,-0.8831784185261402,-4.138167118290486,0.5475322039028112,1.7765100218561325,4.275934149807309,0
-0.2572330740018018,3.2801215229071516,0.9140463478506211,0.8600313572604308,-4.261471766549558,0.7506807069336648,1.77306985423392,3.663530806630977,0.08888995599172556,3.900543599683854,2.277171440404622,-3.5872333133715917,0.5962631134726133,-0.21300851754869576,-1.6581373765445284,0.5634277990744305,-0.031183840574341093,-2.1544196640968747,1.1377968997446588,1.261842043389303,0
0.8313117941383119,3.6117796264618303,0.7272797329167984,-0.9829670853405303,-1.0096606014754548,-0.15521714332313608,0.12538302617794284,-6.767977397800871,0.6501379153916029,3.0355713096973416,0.9383813559413123,9.27465532899341,0.9658932676248261,-2.379811383979554,-1.4224536756597983,-0.9232301726790533,-0.6477670970812113,3.5306269004270225,-0.0051706859420908025,3.570705113496298,0
-0.08234645715180763,3.039010695161833,0.971021145793173,-0.5603955694442204,-1.5372499040343597,-0.8947913264325003,-5.328957396823081,-1.6477983105313019,-5.286020136837089,-3.3333709063963255,-1.8181488997363808,4.932020267086515,-1.201143873017239,0.10039414004556835,0.7909656257919531,1.4991932819563218,4.176882788938887,0.33289707894922715,2.0920577893738286,1.0662524134577023,0
0.8909360384272255,-0.9975661983446191,-0.1813745089328014,-0.10753299850208471,-2.5313531740715103,0.01664854219371979,0.5851755683365665,-0.7675335246588832,-3.4141504833346823,-7.578242835858622,-0.010632589372951307,-7.0869033286858185,-0.13931416261741145,3.375254157966528,1.8331190183044082,3.4576663147393703,-2.226272797957539,-2.799842481901698,4.807665143483943,0.7708263048894097,0
-1.2756542911982705,-1.3163564312727392,0.33799395210968536,0.007593294220417151,-2.4562661337601073,-1.665406517643853,0.3101116630822167,0.024770968839076257,-0.6210112517348945,-2.835057411720599,-3.5615238486414995,-4.198366185566477,-0.22890701365561789,-1.07753119515082,0.8105828723086961,3.490360169124901,2.347681385127305,-1.1593172813019272,-0.4970321346350042,0.771816696679811,0
0.3574265299620883,2.332831496130547,0.870083273981793,1.6182528193979242,-2.3652290586863645,0.16618415618858978,-1.8153275598232304,0.7621259964025873,-1.3167938534155765,5.701928408169809,-0.037203841078780275,6.727767890620798,-1.6303257299269642,-0.2016207345085923,0.4039654453425561,0.3519408798727731,3.7677023021622027,5.559336817125284,-1.168324058290743,3.527133513296667,1
